periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2015;2015;Carlos Tejedor;Total de hechos de hurtos;30;;;;;;;;;
1/1/2015;2015;Carlos Tejedor;Total de hechos de robos;7;;;;;;;;;
1/1/2016;2016;Carlos Tejedor;Total de hechos de hurtos;19;;;;;;;;;
1/1/2016;2016;Carlos Tejedor;Total de hechos de robos;4;;;;;;;;;
1/1/2017;2017;Carlos Tejedor;Total de hechos de hurtos;29;;;;;;;;;
1/1/2017;2017;Carlos Tejedor;Total de hechos de robos;4;;;;;;;;;
1/1/2018;2018;Carlos Tejedor;Total de hechos de hurtos;12;;;;;;;;;
1/1/2018;2018;Carlos Tejedor;Total de hechos de robos;2;;;;;;;;;
1/1/2019;2019;Carlos Tejedor;Total de hechos de hurtos;28;;;;;;;;;
1/1/2019;2019;Carlos Tejedor;Total de hechos de robos;2;;;;;;;;;
1/1/2020;2020;Carlos Tejedor;Total de hechos de hurtos;25;;;;;;;;;
1/1/2020;2020;Carlos Tejedor;Total de hechos de robos;3;;;;;;;;;
1/1/2021;2021;Carlos Tejedor;Total de hechos de hurtos;20;;;;;;;;;
1/1/2021;2021;Carlos Tejedor;Total de hechos de robos;6;;;;;;;;;
1/1/2014;2014;Carmen de Areco;Total de hechos de hurtos;39;;;;;;;;;
1/1/2014;2014;Carmen de Areco;Total de hechos de robos;36;;;;;;;;;
1/1/2015;2015;Carmen de Areco;Total de hechos de hurtos;45;;;;;;;;;
1/1/2015;2015;Carmen de Areco;Total de hechos de robos;24;;;;;;;;;
1/1/2016;2016;Carmen de Areco;Total de hechos de hurtos;35;;;;;;;;;
1/1/2016;2016;Carmen de Areco;Total de hechos de robos;16;;;;;;;;;
1/1/2017;2017;Carmen de Areco;Total de hechos de hurtos;22;;;;;;;;;
1/1/2017;2017;Carmen de Areco;Total de hechos de robos;9;;;;;;;;;
1/1/2018;2018;Carmen de Areco;Total de hechos de hurtos;14;;;;;;;;;
1/1/2018;2018;Carmen de Areco;Total de hechos de robos;4;;;;;;;;;
1/1/2019;2019;Carmen de Areco;Total de hechos de hurtos;77;;;;;;;;;
1/1/2019;2019;Carmen de Areco;Total de hechos de robos;35;;;;;;;;;
1/1/2020;2020;Carmen de Areco;Total de hechos de hurtos;55;;;;;;;;;
1/1/2020;2020;Carmen de Areco;Total de hechos de robos;13;;;;;;;;;
1/1/2021;2021;Carmen de Areco;Total de hechos de hurtos;49;;;;;;;;;
1/1/2021;2021;Carmen de Areco;Total de hechos de robos;21;;;;;;;;;
1/1/2014;2014;Castelli;Total de hechos de hurtos;15;;;;;;;;;
1/1/2014;2014;Castelli;Total de hechos de robos;13;;;;;;;;;
1/1/2015;2015;Castelli;Total de hechos de hurtos;16;;;;;;;;;
1/1/2015;2015;Castelli;Total de hechos de robos;11;;;;;;;;;
1/1/2016;2016;Castelli;Total de hechos de hurtos;19;;;;;;;;;
1/1/2016;2016;Castelli;Total de hechos de robos;13;;;;;;;;;
1/1/2017;2017;Castelli;Total de hechos de hurtos;13;;;;;;;;;
1/1/2017;2017;Castelli;Total de hechos de robos;10;;;;;;;;;
1/1/2018;2018;Castelli;Total de hechos de hurtos;16;;;;;;;;;
1/1/2018;2018;Castelli;Total de hechos de robos;3;;;;;;;;;
1/1/2019;2019;Castelli;Total de hechos de hurtos;36;;;;;;;;;
1/1/2019;2019;Castelli;Total de hechos de robos;3;;;;;;;;;
1/1/2020;2020;Castelli;Total de hechos de hurtos;33;;;;;;;;;
1/1/2020;2020;Castelli;Total de hechos de robos;4;;;;;;;;;
1/1/2021;2021;Castelli;Total de hechos de hurtos;55;;;;;;;;;
1/1/2021;2021;Castelli;Total de hechos de robos;14;;;;;;;;;
1/1/2014;2014;Chacabuco;Total de hechos de hurtos;145;;;;;;;;;
1/1/2014;2014;Chacabuco;Total de hechos de robos;120;;;;;;;;;
1/1/2015;2015;Chacabuco;Total de hechos de hurtos;111;;;;;;;;;
1/1/2015;2015;Chacabuco;Total de hechos de robos;95;;;;;;;;;
1/1/2016;2016;Chacabuco;Total de hechos de hurtos;78;;;;;;;;;
1/1/2016;2016;Chacabuco;Total de hechos de robos;75;;;;;;;;;
1/1/2017;2017;Chacabuco;Total de hechos de hurtos;94;;;;;;;;;
1/1/2017;2017;Chacabuco;Total de hechos de robos;58;;;;;;;;;
1/1/2018;2018;Chacabuco;Total de hechos de hurtos;109;;;;;;;;;
1/1/2018;2018;Chacabuco;Total de hechos de robos;67;;;;;;;;;
1/1/2019;2019;Chacabuco;Total de hechos de hurtos;78;;;;;;;;;
1/1/2019;2019;Chacabuco;Total de hechos de robos;72;;;;;;;;;
1/1/2020;2020;Chacabuco;Total de hechos de hurtos;61;;;;;;;;;
1/1/2020;2020;Chacabuco;Total de hechos de robos;52;;;;;;;;;
1/1/2021;2021;Chacabuco;Total de hechos de hurtos;79;;;;;;;;;
1/1/2021;2021;Chacabuco;Total de hechos de robos;69;;;;;;;;;
1/1/2014;2014;Chascomús;Total de hechos de hurtos;156;;;;;;;;;
1/1/2014;2014;Chascomús;Total de hechos de robos;184;;;;;;;;;
1/1/2015;2015;Chascomús;Total de hechos de hurtos;148;;;;;;;;;
1/1/2015;2015;Chascomús;Total de hechos de robos;148;;;;;;;;;
1/1/2016;2016;Chascomús;Total de hechos de hurtos;140;;;;;;;;;
1/1/2016;2016;Chascomús;Total de hechos de robos;180;;;;;;;;;
1/1/2017;2017;Chascomús;Total de hechos de hurtos;156;;;;;;;;;
1/1/2017;2017;Chascomús;Total de hechos de robos;199;;;;;;;;;
1/1/2018;2018;Chascomús;Total de hechos de hurtos;188;;;;;;;;;
1/1/2018;2018;Chascomús;Total de hechos de robos;161;;;;;;;;;
1/1/2019;2019;Chascomús;Total de hechos de hurtos;427;;;;;;;;;
1/1/2019;2019;Chascomús;Total de hechos de robos;307;;;;;;;;;
1/1/2020;2020;Chascomús;Total de hechos de hurtos;402;;;;;;;;;
1/1/2020;2020;Chascomús;Total de hechos de robos;345;;;;;;;;;
1/1/2021;2021;Chascomús;Total de hechos de hurtos;369;;;;;;;;;
1/1/2021;2021;Chascomús;Total de hechos de robos;259;;;;;;;;;
1/1/2014;2014;Chivilcoy;Total de hechos de hurtos;281;;;;;;;;;
1/1/2014;2014;Chivilcoy;Total de hechos de robos;127;;;;;;;;;
1/1/2015;2015;Chivilcoy;Total de hechos de hurtos;205;;;;;;;;;
1/1/2015;2015;Chivilcoy;Total de hechos de robos;97;;;;;;;;;
1/1/2016;2016;Chivilcoy;Total de hechos de hurtos;105;;;;;;;;;
1/1/2016;2016;Chivilcoy;Total de hechos de robos;86;;;;;;;;;
1/1/2017;2017;Chivilcoy;Total de hechos de hurtos;61;;;;;;;;;
1/1/2017;2017;Chivilcoy;Total de hechos de robos;45;;;;;;;;;
1/1/2018;2018;Chivilcoy;Total de hechos de hurtos;81;;;;;;;;;
1/1/2018;2018;Chivilcoy;Total de hechos de robos;34;;;;;;;;;
1/1/2019;2019;Chivilcoy;Total de hechos de hurtos;272;;;;;;;;;
1/1/2019;2019;Chivilcoy;Total de hechos de robos;161;;;;;;;;;
1/1/2020;2020;Chivilcoy;Total de hechos de hurtos;218;;;;;;;;;
1/1/2020;2020;Chivilcoy;Total de hechos de robos;110;;;;;;;;;
1/1/2021;2021;Chivilcoy;Total de hechos de hurtos;192;;;;;;;;;
1/1/2021;2021;Chivilcoy;Total de hechos de robos;122;;;;;;;;;
1/1/2014;2014;Colón;Total de hechos de hurtos;335;;;;;;;;;
1/1/2014;2014;Colón;Total de hechos de robos;238;;;;;;;;;
1/1/2015;2015;Colón;Total de hechos de hurtos;351;;;;;;;;;
1/1/2015;2015;Colón;Total de hechos de robos;125;;;;;;;;;
1/1/2016;2016;Colón;Total de hechos de hurtos;330;;;;;;;;;
1/1/2016;2016;Colón;Total de hechos de robos;125;;;;;;;;;
1/1/2017;2017;Colón;Total de hechos de hurtos;291;;;;;;;;;
1/1/2017;2017;Colón;Total de hechos de robos;91;;;;;;;;;
1/1/2018;2018;Colón;Total de hechos de hurtos;283;;;;;;;;;
1/1/2018;2018;Colón;Total de hechos de robos;71;;;;;;;;;
1/1/2019;2019;Colón;Total de hechos de hurtos;287;;;;;;;;;
1/1/2019;2019;Colón;Total de hechos de robos;125;;;;;;;;;
1/1/2020;2020;Colón;Total de hechos de hurtos;144;;;;;;;;;
1/1/2020;2020;Colón;Total de hechos de robos;110;;;;;;;;;
1/1/2021;2021;Colón;Total de hechos de hurtos;163;;;;;;;;;
1/1/2021;2021;Colón;Total de hechos de robos;68;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de hechos de hurtos;166;;;;;;;;;
1/1/2014;2014;Coronel de Marina L. Rosales;Total de hechos de robos;165;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de hechos de hurtos;120;;;;;;;;;
1/1/2015;2015;Coronel de Marina L. Rosales;Total de hechos de robos;114;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de hechos de hurtos;151;;;;;;;;;
1/1/2016;2016;Coronel de Marina L. Rosales;Total de hechos de robos;109;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de hechos de hurtos;87;;;;;;;;;
1/1/2017;2017;Coronel de Marina L. Rosales;Total de hechos de robos;81;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de hechos de hurtos;165;;;;;;;;;
1/1/2018;2018;Coronel de Marina L. Rosales;Total de hechos de robos;108;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de hechos de hurtos;286;;;;;;;;;
1/1/2019;2019;Coronel de Marina L. Rosales;Total de hechos de robos;171;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de hechos de hurtos;273;;;;;;;;;
1/1/2020;2020;Coronel de Marina L. Rosales;Total de hechos de robos;136;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de hechos de hurtos;305;;;;;;;;;
1/1/2021;2021;Coronel de Marina L. Rosales;Total de hechos de robos;118;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de hechos de hurtos;70;;;;;;;;;
1/1/2014;2014;Coronel Dorrego;Total de hechos de robos;45;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de hechos de hurtos;62;;;;;;;;;
1/1/2015;2015;Coronel Dorrego;Total de hechos de robos;53;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de hechos de hurtos;33;;;;;;;;;
1/1/2016;2016;Coronel Dorrego;Total de hechos de robos;29;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de hechos de hurtos;37;;;;;;;;;
1/1/2017;2017;Coronel Dorrego;Total de hechos de robos;38;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de hechos de hurtos;51;;;;;;;;;
1/1/2018;2018;Coronel Dorrego;Total de hechos de robos;44;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de hechos de hurtos;70;;;;;;;;;
1/1/2019;2019;Coronel Dorrego;Total de hechos de robos;36;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de hechos de hurtos;48;;;;;;;;;
1/1/2020;2020;Coronel Dorrego;Total de hechos de robos;34;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de hechos de hurtos;38;;;;;;;;;
1/1/2021;2021;Coronel Dorrego;Total de hechos de robos;25;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de hechos de hurtos;109;;;;;;;;;
1/1/2014;2014;Coronel Pringles;Total de hechos de robos;69;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de hechos de hurtos;72;;;;;;;;;
1/1/2015;2015;Coronel Pringles;Total de hechos de robos;53;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de hechos de hurtos;64;;;;;;;;;
1/1/2016;2016;Coronel Pringles;Total de hechos de robos;40;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de hechos de hurtos;59;;;;;;;;;
1/1/2017;2017;Coronel Pringles;Total de hechos de robos;26;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de hechos de hurtos;60;;;;;;;;;
1/1/2018;2018;Coronel Pringles;Total de hechos de robos;43;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de hechos de hurtos;94;;;;;;;;;
1/1/2019;2019;Coronel Pringles;Total de hechos de robos;43;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de hechos de hurtos;111;;;;;;;;;
1/1/2020;2020;Coronel Pringles;Total de hechos de robos;41;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de hechos de hurtos;118;;;;;;;;;
1/1/2021;2021;Coronel Pringles;Total de hechos de robos;40;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de hechos de hurtos;117;;;;;;;;;
1/1/2014;2014;Coronel Suárez;Total de hechos de robos;66;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de hechos de hurtos;48;;;;;;;;;
1/1/2015;2015;Coronel Suárez;Total de hechos de robos;33;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de hechos de hurtos;81;;;;;;;;;
1/1/2016;2016;Coronel Suárez;Total de hechos de robos;31;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de hechos de hurtos;83;;;;;;;;;
1/1/2017;2017;Coronel Suárez;Total de hechos de robos;35;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de hechos de hurtos;96;;;;;;;;;
1/1/2018;2018;Coronel Suárez;Total de hechos de robos;31;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de hechos de hurtos;94;;;;;;;;;
1/1/2019;2019;Coronel Suárez;Total de hechos de robos;36;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de hechos de hurtos;78;;;;;;;;;
1/1/2020;2020;Coronel Suárez;Total de hechos de robos;34;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de hechos de hurtos;94;;;;;;;;;
1/1/2021;2021;Coronel Suárez;Total de hechos de robos;26;;;;;;;;;
1/1/2014;2014;Daireaux;Total de hechos de hurtos;46;;;;;;;;;
1/1/2014;2014;Daireaux;Total de hechos de robos;15;;;;;;;;;
1/1/2015;2015;Daireaux;Total de hechos de hurtos;39;;;;;;;;;
1/1/2015;2015;Daireaux;Total de hechos de robos;27;;;;;;;;;
1/1/2016;2016;Daireaux;Total de hechos de hurtos;38;;;;;;;;;
1/1/2016;2016;Daireaux;Total de hechos de robos;9;;;;;;;;;
1/1/2017;2017;Daireaux;Total de hechos de hurtos;30;;;;;;;;;
1/1/2017;2017;Daireaux;Total de hechos de robos;6;;;;;;;;;
1/1/2018;2018;Daireaux;Total de hechos de hurtos;16;;;;;;;;;
1/1/2018;2018;Daireaux;Total de hechos de robos;11;;;;;;;;;
1/1/2019;2019;Daireaux;Total de hechos de hurtos;45;;;;;;;;;
1/1/2019;2019;Daireaux;Total de hechos de robos;11;;;;;;;;;
1/1/2020;2020;Daireaux;Total de hechos de hurtos;52;;;;;;;;;
1/1/2020;2020;Daireaux;Total de hechos de robos;18;;;;;;;;;
1/1/2021;2021;Daireaux;Total de hechos de hurtos;48;;;;;;;;;
1/1/2021;2021;Daireaux;Total de hechos de robos;17;;;;;;;;;
1/1/2014;2014;Dolores;Total de hechos de hurtos;127;;;;;;;;;
1/1/2014;2014;Dolores;Total de hechos de robos;138;;;;;;;;;
1/1/2015;2015;Dolores;Total de hechos de hurtos;101;;;;;;;;;
1/1/2015;2015;Dolores;Total de hechos de robos;107;;;;;;;;;
1/1/2016;2016;Dolores;Total de hechos de hurtos;128;;;;;;;;;
1/1/2016;2016;Dolores;Total de hechos de robos;132;;;;;;;;;
1/1/2017;2017;Dolores;Total de hechos de hurtos;88;;;;;;;;;
1/1/2017;2017;Dolores;Total de hechos de robos;66;;;;;;;;;
1/1/2018;2018;Dolores;Total de hechos de hurtos;82;;;;;;;;;
1/1/2018;2018;Dolores;Total de hechos de robos;57;;;;;;;;;
1/1/2019;2019;Dolores;Total de hechos de hurtos;102;;;;;;;;;
1/1/2019;2019;Dolores;Total de hechos de robos;72;;;;;;;;;
1/1/2020;2020;Dolores;Total de hechos de hurtos;68;;;;;;;;;
1/1/2020;2020;Dolores;Total de hechos de robos;48;;;;;;;;;
1/1/2021;2021;Dolores;Total de hechos de hurtos;84;;;;;;;;;
1/1/2021;2021;Dolores;Total de hechos de robos;42;;;;;;;;;
1/1/2014;2014;Ensenada;Total de hechos de hurtos;182;;;;;;;;;
1/1/2014;2014;Ensenada;Total de hechos de robos;142;;;;;;;;;
1/1/2015;2015;Ensenada;Total de hechos de hurtos;189;;;;;;;;;
1/1/2015;2015;Ensenada;Total de hechos de robos;200;;;;;;;;;
1/1/2016;2016;Ensenada;Total de hechos de hurtos;233;;;;;;;;;
1/1/2016;2016;Ensenada;Total de hechos de robos;299;;;;;;;;;
1/1/2017;2017;Ensenada;Total de hechos de hurtos;174;;;;;;;;;
1/1/2017;2017;Ensenada;Total de hechos de robos;272;;;;;;;;;
1/1/2018;2018;Ensenada;Total de hechos de hurtos;218;;;;;;;;;
1/1/2018;2018;Ensenada;Total de hechos de robos;237;;;;;;;;;
1/1/2019;2019;Ensenada;Total de hechos de hurtos;291;;;;;;;;;
1/1/2019;2019;Ensenada;Total de hechos de robos;285;;;;;;;;;
1/1/2020;2020;Ensenada;Total de hechos de hurtos;211;;;;;;;;;
1/1/2020;2020;Ensenada;Total de hechos de robos;216;;;;;;;;;
1/1/2021;2021;Ensenada;Total de hechos de hurtos;105;;;;;;;;;
1/1/2021;2021;Ensenada;Total de hechos de robos;78;;;;;;;;;
1/1/2014;2014;Escobar;Total de hechos de hurtos;485;;;;;;;;;
1/1/2014;2014;Escobar;Total de hechos de robos;2067;;;;;;;;;
1/1/2015;2015;Escobar;Total de hechos de hurtos;892;;;;;;;;;
1/1/2015;2015;Escobar;Total de hechos de robos;1527;;;;;;;;;
1/1/2016;2016;Escobar;Total de hechos de hurtos;1122;;;;;;;;;
1/1/2016;2016;Escobar;Total de hechos de robos;1822;;;;;;;;;
1/1/2017;2017;Escobar;Total de hechos de hurtos;1155;;;;;;;;;
1/1/2017;2017;Escobar;Total de hechos de robos;1904;;;;;;;;;
1/1/2018;2018;Escobar;Total de hechos de hurtos;1028;;;;;;;;;
1/1/2018;2018;Escobar;Total de hechos de robos;1697;;;;;;;;;
1/1/2019;2019;Escobar;Total de hechos de hurtos;1638;;;;;;;;;
1/1/2019;2019;Escobar;Total de hechos de robos;2136;;;;;;;;;
1/1/2020;2020;Escobar;Total de hechos de hurtos;1044;;;;;;;;;
1/1/2020;2020;Escobar;Total de hechos de robos;1333;;;;;;;;;
1/1/2021;2021;Escobar;Total de hechos de hurtos;1348;;;;;;;;;
1/1/2021;2021;Escobar;Total de hechos de robos;1507;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de hechos de hurtos;1045;;;;;;;;;
1/1/2014;2014;Esteban Echeverría;Total de hechos de robos;1712;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de hechos de hurtos;1109;;;;;;;;;
1/1/2015;2015;Esteban Echeverría;Total de hechos de robos;1915;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de hechos de hurtos;1087;;;;;;;;;
1/1/2016;2016;Esteban Echeverría;Total de hechos de robos;2078;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de hechos de hurtos;1023;;;;;;;;;
1/1/2017;2017;Esteban Echeverría;Total de hechos de robos;1961;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de hechos de hurtos;821;;;;;;;;;
1/1/2018;2018;Esteban Echeverría;Total de hechos de robos;1590;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de hechos de hurtos;2349;;;;;;;;;
1/1/2019;2019;Esteban Echeverría;Total de hechos de robos;4505;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de hechos de hurtos;1843;;;;;;;;;
1/1/2020;2020;Esteban Echeverría;Total de hechos de robos;3855;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de hechos de hurtos;2451;;;;;;;;;
1/1/2021;2021;Esteban Echeverría;Total de hechos de robos;3348;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de hechos de hurtos;115;;;;;;;;;
1/1/2014;2014;Exaltación de la Cruz;Total de hechos de robos;190;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de hechos de hurtos;118;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de hechos de robos;191;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de hechos de hurtos;159;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de hechos de robos;217;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de hechos de hurtos;128;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de hechos de robos;191;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de hechos de hurtos;91;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de hechos de robos;101;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de hechos de hurtos;134;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de hechos de robos;202;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de hechos de hurtos;126;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de hechos de robos;148;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de hechos de hurtos;164;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de hechos de robos;180;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de hechos de hurtos;650;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de hechos de robos;923;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de hechos de hurtos;462;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de hechos de robos;620;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de hechos de hurtos;405;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de hechos de robos;728;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de hechos de hurtos;379;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de hechos de robos;572;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de hechos de hurtos;243;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de hechos de robos;394;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de hechos de hurtos;895;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de hechos de robos;1148;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de hechos de hurtos;616;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de hechos de robos;869;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de hechos de hurtos;587;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de hechos de robos;858;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de hechos de hurtos;860;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de hechos de robos;2376;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de hechos de hurtos;740;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de hechos de robos;1662;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de hechos de hurtos;767;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de hechos de robos;1660;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de hechos de hurtos;759;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de hechos de robos;1527;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de hechos de hurtos;1040;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de hechos de robos;2154;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de hechos de hurtos;1427;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de hechos de robos;3198;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de hechos de hurtos;1088;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de hechos de robos;3023;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de hechos de hurtos;1115;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de hechos de robos;2983;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de hechos de hurtos;15;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de hechos de robos;8;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de hechos de hurtos;6;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de hechos de robos;7;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de hechos de hurtos;16;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de hechos de robos;6;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de hechos de hurtos;18;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de hechos de robos;7;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de hechos de hurtos;25;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de hechos de robos;14;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de hechos de hurtos;28;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de hechos de robos;13;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de hechos de hurtos;43;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de hechos de robos;9;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de hechos de hurtos;64;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de hechos de robos;19;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de hechos de hurtos;194;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de hechos de robos;148;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de hechos de hurtos;86;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de hechos de robos;149;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de hechos de hurtos;100;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de hechos de robos;112;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de hechos de hurtos;89;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de hechos de robos;129;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de hechos de hurtos;91;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de hechos de robos;102;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de hechos de hurtos;294;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de hechos de robos;406;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de hechos de hurtos;280;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de hechos de robos;296;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de hechos de hurtos;206;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de hechos de robos;217;;;;;;;;;
1/1/2014;2014;General Alvear;Total de hechos de hurtos;28;;;;;;;;;
1/1/2014;2014;General Alvear;Total de hechos de robos;8;;;;;;;;;
1/1/2015;2015;General Alvear;Total de hechos de hurtos;17;;;;;;;;;
1/1/2015;2015;General Alvear;Total de hechos de robos;3;;;;;;;;;
1/1/2016;2016;General Alvear;Total de hechos de hurtos;20;;;;;;;;;
1/1/2016;2016;General Alvear;Total de hechos de robos;6;;;;;;;;;
1/1/2017;2017;General Alvear;Total de hechos de hurtos;25;;;;;;;;;
1/1/2017;2017;General Alvear;Total de hechos de robos;4;;;;;;;;;
1/1/2018;2018;General Alvear;Total de hechos de hurtos;27;;;;;;;;;
1/1/2018;2018;General Alvear;Total de hechos de robos;8;;;;;;;;;
1/1/2019;2019;General Alvear;Total de hechos de hurtos;61;;;;;;;;;
1/1/2019;2019;General Alvear;Total de hechos de robos;8;;;;;;;;;
1/1/2020;2020;General Alvear;Total de hechos de hurtos;36;;;;;;;;;
1/1/2020;2020;General Alvear;Total de hechos de robos;1;;;;;;;;;
1/1/2021;2021;General Alvear;Total de hechos de hurtos;65;;;;;;;;;
