periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2021;2021;General Alvear;Total de hechos de robos;3;;;;;;;;;
1/1/2014;2014;General Arenales;Total de hechos de hurtos;16;;;;;;;;;
1/1/2014;2014;General Arenales;Total de hechos de robos;14;;;;;;;;;
1/1/2015;2015;General Arenales;Total de hechos de hurtos;7;;;;;;;;;
1/1/2015;2015;General Arenales;Total de hechos de robos;10;;;;;;;;;
1/1/2016;2016;General Arenales;Total de hechos de hurtos;10;;;;;;;;;
1/1/2016;2016;General Arenales;Total de hechos de robos;10;;;;;;;;;
1/1/2017;2017;General Arenales;Total de hechos de hurtos;7;;;;;;;;;
1/1/2017;2017;General Arenales;Total de hechos de robos;7;;;;;;;;;
1/1/2018;2018;General Arenales;Total de hechos de hurtos;8;;;;;;;;;
1/1/2018;2018;General Arenales;Total de hechos de robos;4;;;;;;;;;
1/1/2019;2019;General Arenales;Total de hechos de hurtos;17;;;;;;;;;
1/1/2019;2019;General Arenales;Total de hechos de robos;6;;;;;;;;;
1/1/2020;2020;General Arenales;Total de hechos de hurtos;11;;;;;;;;;
1/1/2020;2020;General Arenales;Total de hechos de robos;5;;;;;;;;;
1/1/2021;2021;General Arenales;Total de hechos de hurtos;23;;;;;;;;;
1/1/2021;2021;General Arenales;Total de hechos de robos;7;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de hechos de hurtos;42;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de hechos de robos;28;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de hechos de hurtos;14;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de hechos de robos;12;;;;;;;;;
1/1/2016;2016;General Belgrano;Total de hechos de hurtos;98;;;;;;;;;
1/1/2016;2016;General Belgrano;Total de hechos de robos;71;;;;;;;;;
1/1/2017;2017;General Belgrano;Total de hechos de hurtos;120;;;;;;;;;
1/1/2017;2017;General Belgrano;Total de hechos de robos;55;;;;;;;;;
1/1/2018;2018;General Belgrano;Total de hechos de hurtos;123;;;;;;;;;
1/1/2018;2018;General Belgrano;Total de hechos de robos;42;;;;;;;;;
1/1/2019;2019;General Belgrano;Total de hechos de hurtos;159;;;;;;;;;
1/1/2019;2019;General Belgrano;Total de hechos de robos;57;;;;;;;;;
1/1/2020;2020;General Belgrano;Total de hechos de hurtos;90;;;;;;;;;
1/1/2020;2020;General Belgrano;Total de hechos de robos;36;;;;;;;;;
1/1/2021;2021;General Belgrano;Total de hechos de hurtos;77;;;;;;;;;
1/1/2021;2021;General Belgrano;Total de hechos de robos;36;;;;;;;;;
1/1/2014;2014;General Guido;Total de hechos de hurtos;10;;;;;;;;;
1/1/2014;2014;General Guido;Total de hechos de robos;3;;;;;;;;;
1/1/2015;2015;General Guido;Total de hechos de hurtos;6;;;;;;;;;
1/1/2015;2015;General Guido;Total de hechos de robos;2;;;;;;;;;
1/1/2016;2016;General Guido;Total de hechos de hurtos;3;;;;;;;;;
1/1/2016;2016;General Guido;Total de hechos de robos;0;;;;;;;;;
1/1/2017;2017;General Guido;Total de hechos de hurtos;1;;;;;;;;;
1/1/2017;2017;General Guido;Total de hechos de robos;1;;;;;;;;;
1/1/2018;2018;General Guido;Total de hechos de hurtos;2;;;;;;;;;
1/1/2018;2018;General Guido;Total de hechos de robos;1;;;;;;;;;
1/1/2019;2019;General Guido;Total de hechos de hurtos;3;;;;;;;;;
1/1/2019;2019;General Guido;Total de hechos de robos;-;;;;;;;;;
1/1/2020;2020;General Guido;Total de hechos de hurtos;2;;;;;;;;;
1/1/2020;2020;General Guido;Total de hechos de robos;1;;;;;;;;;
1/1/2021;2021;General Guido;Total de hechos de hurtos;6;;;;;;;;;
1/1/2021;2021;General Guido;Total de hechos de robos;1;;;;;;;;;
1/1/2014;2014;General Juan Madariaga;Total de hechos de hurtos;39;;;;;;;;;
1/1/2014;2014;General Juan Madariaga;Total de hechos de robos;53;;;;;;;;;
1/1/2015;2015;General Juan Madariaga;Total de hechos de hurtos;45;;;;;;;;;
1/1/2015;2015;General Juan Madariaga;Total de hechos de robos;37;;;;;;;;;
1/1/2016;2016;General Juan Madariaga;Total de hechos de hurtos;59;;;;;;;;;
1/1/2016;2016;General Juan Madariaga;Total de hechos de robos;64;;;;;;;;;
1/1/2017;2017;General Juan Madariaga;Total de hechos de hurtos;47;;;;;;;;;
1/1/2017;2017;General Juan Madariaga;Total de hechos de robos;21;;;;;;;;;
1/1/2018;2018;General Juan Madariaga;Total de hechos de hurtos;21;;;;;;;;;
1/1/2018;2018;General Juan Madariaga;Total de hechos de robos;21;;;;;;;;;
1/1/2019;2019;General Juan Madariaga;Total de hechos de hurtos;129;;;;;;;;;
1/1/2019;2019;General Juan Madariaga;Total de hechos de robos;58;;;;;;;;;
1/1/2020;2020;General Juan Madariaga;Total de hechos de hurtos;142;;;;;;;;;
1/1/2020;2020;General Juan Madariaga;Total de hechos de robos;62;;;;;;;;;
1/1/2021;2021;General Juan Madariaga;Total de hechos de hurtos;36;;;;;;;;;
1/1/2021;2021;General Juan Madariaga;Total de hechos de robos;26;;;;;;;;;
1/1/2014;2014;General Lamadrid;Total de hechos de hurtos;93;;;;;;;;;
1/1/2014;2014;General Lamadrid;Total de hechos de robos;26;;;;;;;;;
1/1/2015;2015;General Lamadrid;Total de hechos de hurtos;51;;;;;;;;;
1/1/2015;2015;General Lamadrid;Total de hechos de robos;8;;;;;;;;;
1/1/2016;2016;General Lamadrid;Total de hechos de hurtos;39;;;;;;;;;
1/1/2016;2016;General Lamadrid;Total de hechos de robos;17;;;;;;;;;
1/1/2017;2017;General Lamadrid;Total de hechos de hurtos;35;;;;;;;;;
1/1/2017;2017;General Lamadrid;Total de hechos de robos;9;;;;;;;;;
1/1/2018;2018;General Lamadrid;Total de hechos de hurtos;31;;;;;;;;;
1/1/2018;2018;General Lamadrid;Total de hechos de robos;10;;;;;;;;;
1/1/2019;2019;General Lamadrid;Total de hechos de hurtos;36;;;;;;;;;
1/1/2019;2019;General Lamadrid;Total de hechos de robos;11;;;;;;;;;
1/1/2020;2020;General Lamadrid;Total de hechos de hurtos;29;;;;;;;;;
1/1/2020;2020;General Lamadrid;Total de hechos de robos;3;;;;;;;;;
1/1/2021;2021;General Lamadrid;Total de hechos de hurtos;28;;;;;;;;;
1/1/2021;2021;General Lamadrid;Total de hechos de robos;4;;;;;;;;;
1/1/2014;2014;General Las Heras;Total de hechos de hurtos;32;;;;;;;;;
1/1/2014;2014;General Las Heras;Total de hechos de robos;20;;;;;;;;;
1/1/2015;2015;General Las Heras;Total de hechos de hurtos;36;;;;;;;;;
1/1/2015;2015;General Las Heras;Total de hechos de robos;19;;;;;;;;;
1/1/2016;2016;General Las Heras;Total de hechos de hurtos;22;;;;;;;;;
1/1/2016;2016;General Las Heras;Total de hechos de robos;19;;;;;;;;;
1/1/2017;2017;General Las Heras;Total de hechos de hurtos;30;;;;;;;;;
1/1/2017;2017;General Las Heras;Total de hechos de robos;14;;;;;;;;;
1/1/2018;2018;General Las Heras;Total de hechos de hurtos;20;;;;;;;;;
1/1/2018;2018;General Las Heras;Total de hechos de robos;20;;;;;;;;;
1/1/2019;2019;General Las Heras;Total de hechos de hurtos;42;;;;;;;;;
1/1/2019;2019;General Las Heras;Total de hechos de robos;33;;;;;;;;;
1/1/2020;2020;General Las Heras;Total de hechos de hurtos;41;;;;;;;;;
1/1/2020;2020;General Las Heras;Total de hechos de robos;19;;;;;;;;;
1/1/2021;2021;General Las Heras;Total de hechos de hurtos;69;;;;;;;;;
1/1/2021;2021;General Las Heras;Total de hechos de robos;38;;;;;;;;;
1/1/2014;2014;General Lavalle;Total de hechos de hurtos;29;;;;;;;;;
1/1/2014;2014;General Lavalle;Total de hechos de robos;18;;;;;;;;;
1/1/2015;2015;General Lavalle;Total de hechos de hurtos;10;;;;;;;;;
1/1/2015;2015;General Lavalle;Total de hechos de robos;11;;;;;;;;;
1/1/2016;2016;General Lavalle;Total de hechos de hurtos;10;;;;;;;;;
1/1/2016;2016;General Lavalle;Total de hechos de robos;11;;;;;;;;;
1/1/2017;2017;General Lavalle;Total de hechos de hurtos;7;;;;;;;;;
1/1/2017;2017;General Lavalle;Total de hechos de robos;8;;;;;;;;;
1/1/2018;2018;General Lavalle;Total de hechos de hurtos;9;;;;;;;;;
1/1/2018;2018;General Lavalle;Total de hechos de robos;3;;;;;;;;;
1/1/2019;2019;General Lavalle;Total de hechos de hurtos;33;;;;;;;;;
1/1/2019;2019;General Lavalle;Total de hechos de robos;16;;;;;;;;;
1/1/2020;2020;General Lavalle;Total de hechos de hurtos;17;;;;;;;;;
1/1/2020;2020;General Lavalle;Total de hechos de robos;12;;;;;;;;;
1/1/2021;2021;General Lavalle;Total de hechos de hurtos;16;;;;;;;;;
1/1/2021;2021;General Lavalle;Total de hechos de robos;12;;;;;;;;;
1/1/2014;2014;General Paz;Total de hechos de hurtos;17;;;;;;;;;
1/1/2014;2014;General Paz;Total de hechos de robos;18;;;;;;;;;
1/1/2015;2015;General Paz;Total de hechos de hurtos;10;;;;;;;;;
1/1/2015;2015;General Paz;Total de hechos de robos;8;;;;;;;;;
1/1/2016;2016;General Paz;Total de hechos de hurtos;20;;;;;;;;;
1/1/2016;2016;General Paz;Total de hechos de robos;12;;;;;;;;;
1/1/2017;2017;General Paz;Total de hechos de hurtos;14;;;;;;;;;
1/1/2017;2017;General Paz;Total de hechos de robos;10;;;;;;;;;
1/1/2018;2018;General Paz;Total de hechos de hurtos;16;;;;;;;;;
1/1/2018;2018;General Paz;Total de hechos de robos;7;;;;;;;;;
1/1/2019;2019;General Paz;Total de hechos de hurtos;74;;;;;;;;;
1/1/2019;2019;General Paz;Total de hechos de robos;22;;;;;;;;;
1/1/2020;2020;General Paz;Total de hechos de hurtos;58;;;;;;;;;
1/1/2020;2020;General Paz;Total de hechos de robos;28;;;;;;;;;
1/1/2021;2021;General Paz;Total de hechos de hurtos;75;;;;;;;;;
1/1/2021;2021;General Paz;Total de hechos de robos;27;;;;;;;;;
1/1/2014;2014;General Pinto;Total de hechos de hurtos;25;;;;;;;;;
1/1/2014;2014;General Pinto;Total de hechos de robos;16;;;;;;;;;
1/1/2015;2015;General Pinto;Total de hechos de hurtos;35;;;;;;;;;
1/1/2015;2015;General Pinto;Total de hechos de robos;17;;;;;;;;;
1/1/2016;2016;General Pinto;Total de hechos de hurtos;32;;;;;;;;;
1/1/2016;2016;General Pinto;Total de hechos de robos;9;;;;;;;;;
1/1/2017;2017;General Pinto;Total de hechos de hurtos;22;;;;;;;;;
1/1/2017;2017;General Pinto;Total de hechos de robos;8;;;;;;;;;
1/1/2018;2018;General Pinto;Total de hechos de hurtos;15;;;;;;;;;
1/1/2018;2018;General Pinto;Total de hechos de robos;12;;;;;;;;;
1/1/2019;2019;General Pinto;Total de hechos de hurtos;15;;;;;;;;;
1/1/2019;2019;General Pinto;Total de hechos de robos;5;;;;;;;;;
1/1/2020;2020;General Pinto;Total de hechos de hurtos;23;;;;;;;;;
1/1/2020;2020;General Pinto;Total de hechos de robos;4;;;;;;;;;
1/1/2021;2021;General Pinto;Total de hechos de hurtos;21;;;;;;;;;
1/1/2021;2021;General Pinto;Total de hechos de robos;9;;;;;;;;;
1/1/2014;2014;General Pueyrredón;Total de hechos de hurtos;2840;;;;;;;;;
1/1/2014;2014;General Pueyrredón;Total de hechos de robos;2446;;;;;;;;;
1/1/2015;2015;General Pueyrredón;Total de hechos de hurtos;2594;;;;;;;;;
1/1/2015;2015;General Pueyrredón;Total de hechos de robos;2651;;;;;;;;;
1/1/2016;2016;General Pueyrredón;Total de hechos de hurtos;2060;;;;;;;;;
1/1/2016;2016;General Pueyrredón;Total de hechos de robos;2062;;;;;;;;;
1/1/2017;2017;General Pueyrredón;Total de hechos de hurtos;2143;;;;;;;;;
1/1/2017;2017;General Pueyrredón;Total de hechos de robos;2072;;;;;;;;;
1/1/2018;2018;General Pueyrredón;Total de hechos de hurtos;2130;;;;;;;;;
1/1/2018;2018;General Pueyrredón;Total de hechos de robos;2104;;;;;;;;;
1/1/2019;2019;General Pueyrredón;Total de hechos de hurtos;3002;;;;;;;;;
1/1/2019;2019;General Pueyrredón;Total de hechos de robos;4035;;;;;;;;;
1/1/2020;2020;General Pueyrredón;Total de hechos de hurtos;1985;;;;;;;;;
1/1/2020;2020;General Pueyrredón;Total de hechos de robos;2930;;;;;;;;;
1/1/2021;2021;General Pueyrredón;Total de hechos de hurtos;1971;;;;;;;;;
1/1/2021;2021;General Pueyrredón;Total de hechos de robos;3010;;;;;;;;;
1/1/2014;2014;General Rodríguez;Total de hechos de hurtos;355;;;;;;;;;
1/1/2014;2014;General Rodríguez;Total de hechos de robos;652;;;;;;;;;
1/1/2015;2015;General Rodríguez;Total de hechos de hurtos;317;;;;;;;;;
1/1/2015;2015;General Rodríguez;Total de hechos de robos;424;;;;;;;;;
1/1/2016;2016;General Rodríguez;Total de hechos de hurtos;207;;;;;;;;;
1/1/2016;2016;General Rodríguez;Total de hechos de robos;334;;;;;;;;;
1/1/2017;2017;General Rodríguez;Total de hechos de hurtos;180;;;;;;;;;
1/1/2017;2017;General Rodríguez;Total de hechos de robos;270;;;;;;;;;
1/1/2018;2018;General Rodríguez;Total de hechos de hurtos;476;;;;;;;;;
1/1/2018;2018;General Rodríguez;Total de hechos de robos;813;;;;;;;;;
1/1/2019;2019;General Rodríguez;Total de hechos de hurtos;800;;;;;;;;;
1/1/2019;2019;General Rodríguez;Total de hechos de robos;1188;;;;;;;;;
1/1/2020;2020;General Rodríguez;Total de hechos de hurtos;561;;;;;;;;;
1/1/2020;2020;General Rodríguez;Total de hechos de robos;930;;;;;;;;;
1/1/2021;2021;General Rodríguez;Total de hechos de hurtos;584;;;;;;;;;
1/1/2021;2021;General Rodríguez;Total de hechos de robos;940;;;;;;;;;
1/1/2014;2014;General San Martín;Total de hechos de hurtos;2152;;;;;;;;;
1/1/2014;2014;General San Martín;Total de hechos de robos;4103;;;;;;;;;
1/1/2015;2015;General San Martín;Total de hechos de hurtos;1877;;;;;;;;;
1/1/2015;2015;General San Martín;Total de hechos de robos;3362;;;;;;;;;
1/1/2016;2016;General San Martín;Total de hechos de hurtos;1863;;;;;;;;;
1/1/2016;2016;General San Martín;Total de hechos de robos;3130;;;;;;;;;
1/1/2017;2017;General San Martín;Total de hechos de hurtos;1873;;;;;;;;;
1/1/2017;2017;General San Martín;Total de hechos de robos;2941;;;;;;;;;
1/1/2018;2018;General San Martín;Total de hechos de hurtos;2812;;;;;;;;;
1/1/2018;2018;General San Martín;Total de hechos de robos;4434;;;;;;;;;
1/1/2019;2019;General San Martín;Total de hechos de hurtos;2646;;;;;;;;;
1/1/2019;2019;General San Martín;Total de hechos de robos;4040;;;;;;;;;
1/1/2020;2020;General San Martín;Total de hechos de hurtos;2263;;;;;;;;;
1/1/2020;2020;General San Martín;Total de hechos de robos;3376;;;;;;;;;
1/1/2021;2021;General San Martín;Total de hechos de hurtos;2302;;;;;;;;;
1/1/2021;2021;General San Martín;Total de hechos de robos;3565;;;;;;;;;
1/1/2014;2014;General Viamonte;Total de hechos de hurtos;59;;;;;;;;;
1/1/2014;2014;General Viamonte;Total de hechos de robos;55;;;;;;;;;
1/1/2015;2015;General Viamonte;Total de hechos de hurtos;50;;;;;;;;;
1/1/2015;2015;General Viamonte;Total de hechos de robos;23;;;;;;;;;
1/1/2016;2016;General Viamonte;Total de hechos de hurtos;47;;;;;;;;;
1/1/2016;2016;General Viamonte;Total de hechos de robos;33;;;;;;;;;
1/1/2017;2017;General Viamonte;Total de hechos de hurtos;39;;;;;;;;;
1/1/2017;2017;General Viamonte;Total de hechos de robos;41;;;;;;;;;
1/1/2018;2018;General Viamonte;Total de hechos de hurtos;54;;;;;;;;;
1/1/2018;2018;General Viamonte;Total de hechos de robos;32;;;;;;;;;
1/1/2019;2019;General Viamonte;Total de hechos de hurtos;64;;;;;;;;;
1/1/2019;2019;General Viamonte;Total de hechos de robos;42;;;;;;;;;
1/1/2020;2020;General Viamonte;Total de hechos de hurtos;37;;;;;;;;;
1/1/2020;2020;General Viamonte;Total de hechos de robos;23;;;;;;;;;
1/1/2021;2021;General Viamonte;Total de hechos de hurtos;75;;;;;;;;;
1/1/2021;2021;General Viamonte;Total de hechos de robos;18;;;;;;;;;
1/1/2014;2014;General Villegas;Total de hechos de hurtos;143;;;;;;;;;
1/1/2014;2014;General Villegas;Total de hechos de robos;76;;;;;;;;;
1/1/2015;2015;General Villegas;Total de hechos de hurtos;141;;;;;;;;;
1/1/2015;2015;General Villegas;Total de hechos de robos;65;;;;;;;;;
1/1/2016;2016;General Villegas;Total de hechos de hurtos;121;;;;;;;;;
1/1/2016;2016;General Villegas;Total de hechos de robos;30;;;;;;;;;
1/1/2017;2017;General Villegas;Total de hechos de hurtos;160;;;;;;;;;
1/1/2017;2017;General Villegas;Total de hechos de robos;68;;;;;;;;;
1/1/2018;2018;General Villegas;Total de hechos de hurtos;158;;;;;;;;;
1/1/2018;2018;General Villegas;Total de hechos de robos;86;;;;;;;;;
1/1/2019;2019;General Villegas;Total de hechos de hurtos;226;;;;;;;;;
1/1/2019;2019;General Villegas;Total de hechos de robos;62;;;;;;;;;
1/1/2020;2020;General Villegas;Total de hechos de hurtos;146;;;;;;;;;
1/1/2020;2020;General Villegas;Total de hechos de robos;34;;;;;;;;;
1/1/2021;2021;General Villegas;Total de hechos de hurtos;142;;;;;;;;;
1/1/2021;2021;General Villegas;Total de hechos de robos;37;;;;;;;;;
1/1/2014;2014;Guaminí;Total de hechos de hurtos;24;;;;;;;;;
1/1/2014;2014;Guaminí;Total de hechos de robos;2;;;;;;;;;
1/1/2015;2015;Guaminí;Total de hechos de hurtos;24;;;;;;;;;
1/1/2015;2015;Guaminí;Total de hechos de robos;4;;;;;;;;;
1/1/2016;2016;Guaminí;Total de hechos de hurtos;22;;;;;;;;;
1/1/2016;2016;Guaminí;Total de hechos de robos;4;;;;;;;;;
1/1/2017;2017;Guaminí;Total de hechos de hurtos;8;;;;;;;;;
1/1/2017;2017;Guaminí;Total de hechos de robos;3;;;;;;;;;
1/1/2018;2018;Guaminí;Total de hechos de hurtos;20;;;;;;;;;
1/1/2018;2018;Guaminí;Total de hechos de robos;9;;;;;;;;;
1/1/2019;2019;Guaminí;Total de hechos de hurtos;30;;;;;;;;;
1/1/2019;2019;Guaminí;Total de hechos de robos;6;;;;;;;;;
1/1/2020;2020;Guaminí;Total de hechos de hurtos;28;;;;;;;;;
1/1/2020;2020;Guaminí;Total de hechos de robos;5;;;;;;;;;
1/1/2021;2021;Guaminí;Total de hechos de hurtos;32;;;;;;;;;
1/1/2021;2021;Guaminí;Total de hechos de robos;3;;;;;;;;;
1/1/2014;2014;Hipólito Yrigoyen;Total de hechos de hurtos;13;;;;;;;;;
1/1/2014;2014;Hipólito Yrigoyen;Total de hechos de robos;4;;;;;;;;;
1/1/2015;2015;Hipólito Yrigoyen;Total de hechos de hurtos;9;;;;;;;;;
1/1/2015;2015;Hipólito Yrigoyen;Total de hechos de robos;6;;;;;;;;;
1/1/2016;2016;Hipólito Yrigoyen;Total de hechos de hurtos;29;;;;;;;;;
1/1/2016;2016;Hipólito Yrigoyen;Total de hechos de robos;10;;;;;;;;;
1/1/2017;2017;Hipólito Yrigoyen;Total de hechos de hurtos;26;;;;;;;;;
1/1/2017;2017;Hipólito Yrigoyen;Total de hechos de robos;6;;;;;;;;;
1/1/2018;2018;Hipólito Yrigoyen;Total de hechos de hurtos;29;;;;;;;;;
1/1/2018;2018;Hipólito Yrigoyen;Total de hechos de robos;9;;;;;;;;;
1/1/2019;2019;Hipólito Yrigoyen;Total de hechos de hurtos;38;;;;;;;;;
1/1/2019;2019;Hipólito Yrigoyen;Total de hechos de robos;9;;;;;;;;;
1/1/2020;2020;Hipólito Yrigoyen;Total de hechos de hurtos;18;;;;;;;;;
1/1/2020;2020;Hipólito Yrigoyen;Total de hechos de robos;3;;;;;;;;;
1/1/2021;2021;Hipólito Yrigoyen;Total de hechos de hurtos;30;;;;;;;;;
1/1/2021;2021;Hipólito Yrigoyen;Total de hechos de robos;2;;;;;;;;;
1/1/2014;2014;Hurlingham;Total de hechos de hurtos;784;;;;;;;;;
1/1/2014;2014;Hurlingham;Total de hechos de robos;1201;;;;;;;;;
1/1/2015;2015;Hurlingham;Total de hechos de hurtos;587;;;;;;;;;
1/1/2015;2015;Hurlingham;Total de hechos de robos;831;;;;;;;;;
1/1/2016;2016;Hurlingham;Total de hechos de hurtos;566;;;;;;;;;
1/1/2016;2016;Hurlingham;Total de hechos de robos;836;;;;;;;;;
1/1/2017;2017;Hurlingham;Total de hechos de hurtos;579;;;;;;;;;
1/1/2017;2017;Hurlingham;Total de hechos de robos;810;;;;;;;;;
1/1/2018;2018;Hurlingham;Total de hechos de hurtos;675;;;;;;;;;
1/1/2018;2018;Hurlingham;Total de hechos de robos;1117;;;;;;;;;
1/1/2019;2019;Hurlingham;Total de hechos de hurtos;1329;;;;;;;;;
1/1/2019;2019;Hurlingham;Total de hechos de robos;1596;;;;;;;;;
1/1/2020;2020;Hurlingham;Total de hechos de hurtos;683;;;;;;;;;
1/1/2020;2020;Hurlingham;Total de hechos de robos;1158;;;;;;;;;
1/1/2021;2021;Hurlingham;Total de hechos de hurtos;733;;;;;;;;;
1/1/2021;2021;Hurlingham;Total de hechos de robos;1057;;;;;;;;;
1/1/2014;2014;Ituzaingó;Total de hechos de hurtos;800;;;;;;;;;
1/1/2014;2014;Ituzaingó;Total de hechos de robos;1937;;;;;;;;;
1/1/2015;2015;Ituzaingó;Total de hechos de hurtos;876;;;;;;;;;
1/1/2015;2015;Ituzaingó;Total de hechos de robos;1661;;;;;;;;;
1/1/2016;2016;Ituzaingó;Total de hechos de hurtos;985;;;;;;;;;
1/1/2016;2016;Ituzaingó;Total de hechos de robos;1695;;;;;;;;;
1/1/2017;2017;Ituzaingó;Total de hechos de hurtos;817;;;;;;;;;
1/1/2017;2017;Ituzaingó;Total de hechos de robos;1590;;;;;;;;;
1/1/2018;2018;Ituzaingó;Total de hechos de hurtos;1271;;;;;;;;;
1/1/2018;2018;Ituzaingó;Total de hechos de robos;2134;;;;;;;;;
1/1/2019;2019;Ituzaingó;Total de hechos de hurtos;1603;;;;;;;;;
1/1/2019;2019;Ituzaingó;Total de hechos de robos;2542;;;;;;;;;
1/1/2020;2020;Ituzaingó;Total de hechos de hurtos;873;;;;;;;;;
1/1/2020;2020;Ituzaingó;Total de hechos de robos;1527;;;;;;;;;
1/1/2021;2021;Ituzaingó;Total de hechos de hurtos;704;;;;;;;;;
1/1/2021;2021;Ituzaingó;Total de hechos de robos;1284;;;;;;;;;
1/1/2014;2014;José C. Paz;Total de hechos de hurtos;866;;;;;;;;;
1/1/2014;2014;José C. Paz;Total de hechos de robos;1452;;;;;;;;;
1/1/2015;2015;José C. Paz;Total de hechos de hurtos;862;;;;;;;;;
1/1/2015;2015;José C. Paz;Total de hechos de robos;1234;;;;;;;;;
1/1/2016;2016;José C. Paz;Total de hechos de hurtos;915;;;;;;;;;
1/1/2016;2016;José C. Paz;Total de hechos de robos;1505;;;;;;;;;
1/1/2017;2017;José C. Paz;Total de hechos de hurtos;706;;;;;;;;;
1/1/2017;2017;José C. Paz;Total de hechos de robos;1443;;;;;;;;;
1/1/2018;2018;José C. Paz;Total de hechos de hurtos;606;;;;;;;;;
1/1/2018;2018;José C. Paz;Total de hechos de robos;1118;;;;;;;;;
1/1/2019;2019;José C. Paz;Total de hechos de hurtos;970;;;;;;;;;
1/1/2019;2019;José C. Paz;Total de hechos de robos;1777;;;;;;;;;
1/1/2020;2020;José C. Paz;Total de hechos de hurtos;699;;;;;;;;;
1/1/2020;2020;José C. Paz;Total de hechos de robos;1659;;;;;;;;;
1/1/2021;2021;José C. Paz;Total de hechos de hurtos;933;;;;;;;;;
1/1/2021;2021;José C. Paz;Total de hechos de robos;1715;;;;;;;;;
1/1/2014;2014;Junín;Total de hechos de hurtos;507;;;;;;;;;
1/1/2014;2014;Junín;Total de hechos de robos;526;;;;;;;;;
1/1/2015;2015;Junín;Total de hechos de hurtos;627;;;;;;;;;
1/1/2015;2015;Junín;Total de hechos de robos;457;;;;;;;;;
1/1/2016;2016;Junín;Total de hechos de hurtos;712;;;;;;;;;
1/1/2016;2016;Junín;Total de hechos de robos;447;;;;;;;;;
1/1/2017;2017;Junín;Total de hechos de hurtos;401;;;;;;;;;
1/1/2017;2017;Junín;Total de hechos de robos;311;;;;;;;;;
1/1/2018;2018;Junín;Total de hechos de hurtos;336;;;;;;;;;
1/1/2018;2018;Junín;Total de hechos de robos;293;;;;;;;;;
1/1/2019;2019;Junín;Total de hechos de hurtos;808;;;;;;;;;
1/1/2019;2019;Junín;Total de hechos de robos;596;;;;;;;;;
1/1/2020;2020;Junín;Total de hechos de hurtos;330;;;;;;;;;
1/1/2020;2020;Junín;Total de hechos de robos;269;;;;;;;;;
1/1/2021;2021;Junín;Total de hechos de hurtos;485;;;;;;;;;
1/1/2021;2021;Junín;Total de hechos de robos;284;;;;;;;;;
1/1/2014;2014;La Costa;Total de hechos de hurtos;300;;;;;;;;;
1/1/2014;2014;La Costa;Total de hechos de robos;619;;;;;;;;;
1/1/2015;2015;La Costa;Total de hechos de hurtos;234;;;;;;;;;
1/1/2015;2015;La Costa;Total de hechos de robos;475;;;;;;;;;
1/1/2016;2016;La Costa;Total de hechos de hurtos;234;;;;;;;;;
1/1/2016;2016;La Costa;Total de hechos de robos;371;;;;;;;;;
1/1/2017;2017;La Costa;Total de hechos de hurtos;176;;;;;;;;;
1/1/2017;2017;La Costa;Total de hechos de robos;301;;;;;;;;;
1/1/2018;2018;La Costa;Total de hechos de hurtos;233;;;;;;;;;
1/1/2018;2018;La Costa;Total de hechos de robos;258;;;;;;;;;
1/1/2019;2019;La Costa;Total de hechos de hurtos;572;;;;;;;;;
1/1/2019;2019;La Costa;Total de hechos de robos;877;;;;;;;;;
1/1/2020;2020;La Costa;Total de hechos de hurtos;500;;;;;;;;;
1/1/2020;2020;La Costa;Total de hechos de robos;519;;;;;;;;;
1/1/2021;2021;La Costa;Total de hechos de hurtos;353;;;;;;;;;
1/1/2021;2021;La Costa;Total de hechos de robos;449;;;;;;;;;
1/1/2014;2014;La Matanza;Total de hechos de hurtos;4121;;;;;;;;;
1/1/2014;2014;La Matanza;Total de hechos de robos;9663;;;;;;;;;
1/1/2015;2015;La Matanza;Total de hechos de hurtos;3834;;;;;;;;;
1/1/2015;2015;La Matanza;Total de hechos de robos;7974;;;;;;;;;
1/1/2016;2016;La Matanza;Total de hechos de hurtos;4133;;;;;;;;;
1/1/2016;2016;La Matanza;Total de hechos de robos;7888;;;;;;;;;
1/1/2017;2017;La Matanza;Total de hechos de hurtos;4062;;;;;;;;;
1/1/2017;2017;La Matanza;Total de hechos de robos;9377;;;;;;;;;
1/1/2018;2018;La Matanza;Total de hechos de hurtos;5385;;;;;;;;;
1/1/2018;2018;La Matanza;Total de hechos de robos;11699;;;;;;;;;
1/1/2019;2019;La Matanza;Total de hechos de hurtos;11679;;;;;;;;;
1/1/2019;2019;La Matanza;Total de hechos de robos;22952;;;;;;;;;
1/1/2020;2020;La Matanza;Total de hechos de hurtos;7513;;;;;;;;;
1/1/2020;2020;La Matanza;Total de hechos de robos;15787;;;;;;;;;
1/1/2021;2021;La Matanza;Total de hechos de hurtos;8319;;;;;;;;;
1/1/2021;2021;La Matanza;Total de hechos de robos;15991;;;;;;;;;
1/1/2014;2014;La Plata;Total de hechos de hurtos;2985;;;;;;;;;
1/1/2014;2014;La Plata;Total de hechos de robos;1783;;;;;;;;;
1/1/2015;2015;La Plata;Total de hechos de hurtos;2796;;;;;;;;;
